PostID,UserID,PostDateTime,PostContent,Hashtags,PostTopic,Likes,Shares,Comments,UserFollowers,UserFollowing,UserLocation,UserAge,UserGender,SentimentScore
4760,3722,"April 21, 2023 14:52:20",Just watched an amazing movie—highly recommend it to all film lovers. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,623,181,110,3875,239,Spencerstad,40,Male,0.24
4761,1684,"October 09, 2023 15:34:36",What a game! That last-minute goal was simply unforgettable. #football #basketball,"#football, #basketball",Sports,731,266,38,77024,2819,Port Ryan,69,Female,0.36
4762,2164,20-06-2023 09:39,Incredible performance today—truly a masterclass in sportsmanship. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,634,491,166,75902,3604,Port Lindsey,28,Other,-0.21
4763,1137,"June 13, 2023 22:24:04",Entertainment buzz: A star-studded event lit up the night. #movies,#movies,Entertainment,497,280,10,63178,3429,New Caroline,68,Female,-0.33
4764,1577,22-03-2023 05:44,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,243,442,109,25975,4167,Tiffanyborough,47,Female,-0.26
4765,1709,04/24/2023 08:41 PM,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #health #travel,"#food, #health, #travel",Lifestyle,689,471,15,95903,3607,North Williamfort,40,Female,-0.86
4766,4911,08/12/2023 11:32 AM,Celebrity update: The latest music release is topping the charts. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,576,449,32,47689,1619,South Aprilland,58,Female,-0.36
4767,1227,2023-01-25 09:42:22,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,379,154,232,3634,3975,Simsborough,79,Male,-0.6
4768,3328,03/22/2023 02:54 AM,Entertainment buzz: A star-studded event lit up the night. #music #celebrity,"#music, #celebrity",Entertainment,514,82,187,67689,1537,Port Allentown,28,Male,-0.42
4769,3731,04/18/2023 10:37 PM,Stay informed: New government policies are reshaping public discourse. #policy #election,"#policy, #election",Politics,206,185,223,39980,617,New Roberthaven,61,,
4770,1827,2023-08-23 17:17:22,Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI,"#innovation, #AI",Technology,947,348,58,18183,3873,Liborough,34,Male,0.98
4771,1430,30-07-2023 05:31,What a game! That last-minute goal was simply unforgettable. #basketball #football,"#basketball, #football",Sports,393,484,50,61907,3554,Lawrenceport,30,Female,0.85
4772,2063,05/22/2023 06:12 AM,Breaking: A startup's new product is creating major buzz in the tech world. #startup #AI,"#startup, #AI",Technology,20,138,270,51770,2672,New Vanessa,34,,
4773,4590,05/13/2023 02:06 PM,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,804,54,42,75565,4951,East Cassandraview,28,Male,0.47
4774,2709,02/02/2023 10:37 PM,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,526,18,26,54820,963,East Elizabethton,68,,
4775,2686,2023-06-11 16:44:56,Sports update: The championship match had fans on the edge of their seats. #basketball #football,"#basketball, #football",Sports,342,347,55,42990,4913,Ramosport,15,Female,0.5
4776,2234,07-08-2023 16:47,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,717,422,120,39700,97,South Richard,65,,
4777,1301,2023-12-09 20:23:41,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #health #food,"#travel, #health, #food",Lifestyle,974,468,112,41429,793,North Tammymouth,47,Other,0.2
4778,2109,"March 06, 2023 06:38:55",Celebrity update: The latest music release is topping the charts. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,201,345,114,97719,2783,East Williamfurt,33,Male,-0.39
4779,2420,02/12/2023 01:50 PM,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,119,469,108,3839,2722,Torreschester,77,Female,-0.99
4780,4324,"February 22, 2023 17:46:06",Political update: Today's debate on election integrity was intense. #election,#election,Politics,648,453,174,20857,4526,Port Erica,69,Other,-0.29
4781,1532,24-06-2023 11:24,What a game! That last-minute goal was simply unforgettable. #football #basketball,"#football, #basketball",Sports,811,266,111,33207,4455,North Robert,59,Male,-0.19
4782,1768,03/14/2023 01:43 AM,Political update: Today's debate on election integrity was intense. #policy #debate,"#policy, #debate",Politics,806,141,99,2962,591,Tannerstad,46,Female,0.47
4783,4962,"September 10, 2023 01:22:42",Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,388,315,7,82633,4912,Davidville,60,Female,0.72
4784,2938,"April 23, 2023 02:43:19",Stay informed: New government policies are reshaping public discourse. #debate #policy #election,"#debate, #policy, #election",Politics,536,163,134,17587,1256,New Eric,51,Male,0.93
4785,2404,"March 22, 2023 16:25:38",Breaking: A startup's new product is creating major buzz in the tech world. #startup #innovation,"#startup, #innovation",Technology,823,251,250,28453,233,Jamesbury,42,Female,-0.3
4786,1443,12/19/2023 10:29 AM,Celebrity update: The latest music release is topping the charts. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,233,231,239,9084,4059,New Joshua,62,Female,0.91
4787,4104,06/26/2023 08:35 AM,Celebrity update: The latest music release is topping the charts. #celebrity,#celebrity,Entertainment,632,296,221,23230,2031,Port William,28,Female,0.6
4788,1259,12/01/2023 11:00 AM,What a game! That last-minute goal was simply unforgettable. #olympics #basketball,"#olympics, #basketball",Sports,601,385,144,73894,4784,West Lance,15,Female,-0.94
4789,4305,04/29/2023 02:06 AM,Political update: Today's debate on election integrity was intense. #election,#election,Politics,319,440,3,78138,4739,West Julieview,73,Male,0.19
4790,2538,2023-05-02 11:32:47,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,711,362,281,37379,1306,Jesusshire,14,Male,-0.27
4791,4930,"April 10, 2023 14:50:09",Exploring new travel destinations and delicious cuisines—life is an adventure. #food #health,"#food, #health",Lifestyle,981,59,196,40180,2801,South Suzanneville,38,Female,-0.93
4792,2331,2023-10-30 16:09:16,Lifestyle tips: Small changes can make a big difference in your daily routine. #food,#food,Lifestyle,179,403,127,12939,4146,West Justin,30,Female,0.06
4793,3786,09-04-2023 22:25,Political update: Today's debate on election integrity was intense. #policy,#policy,Politics,856,21,260,94007,3626,New Christina,78,Other,0.17
4794,3843,"December 24, 2023 11:26:10",Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #food #health,"#travel, #food, #health",Lifestyle,367,383,90,54657,4864,Lake Jacobberg,52,Female,-0.5
4795,1069,12/12/2023 01:34 PM,What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,75,125,258,98974,3830,Swansonport,15,Male,0.88
4796,2477,03/29/2023 07:53 AM,Breaking: A startup's new product is creating major buzz in the tech world. #startup,#startup,Technology,648,102,93,41599,332,North Randall,29,Male,0.22
4797,2462,05/14/2023 06:06 PM,Political update: Today's debate on election integrity was intense. #election #debate,"#election, #debate",Politics,649,387,256,5456,3650,Myersstad,36,Male,-0.65
4798,2848,2023-04-13 11:02:25,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music,"#celebrity, #music",Entertainment,495,439,135,82136,1259,Melissaview,14,Male,0.44
4799,4435,11/22/2023 01:56 PM,Breaking: A startup's new product is creating major buzz in the tech world. #AI #innovation,"#AI, #innovation",Technology,521,220,12,76026,490,South Traciport,52,Female,-0.0
4800,4030,"June 26, 2023 19:14:24",Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,200,109,197,29878,3857,West Paulberg,38,Male,-0.05
4801,4837,"February 01, 2023 00:46:46",Political update: Today's debate on election integrity was intense. #election,#election,Politics,829,57,177,63292,4784,Tonyaview,69,Female,0.67
4802,1480,02-11-2023 01:38,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,345,471,111,52283,523,Kurtburgh,61,,
4803,2167,"September 29, 2023 01:44:09",Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,482,64,263,85476,1907,Stephensview,69,Female,-0.02
4804,3071,01/03/2023 04:09 AM,Exploring new travel destinations and delicious cuisines—life is an adventure. #health #food,"#health, #food",Lifestyle,218,471,78,30080,2829,East Brandyview,68,Male,0.56
4805,4012,"July 16, 2023 22:13:35",Political update: Today's debate on election integrity was intense. #election,#election,Politics,59,57,255,35919,4805,Hullhaven,33,Female,0.32
4806,4496,"March 26, 2023 09:03:33",Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,990,157,73,14165,4437,Rivastown,28,Female,-0.99
4807,3793,2023-06-16 13:55:07,Entertainment buzz: A star-studded event lit up the night. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,658,75,160,10659,4392,Lake Micheleside,18,Other,0.57
4808,3892,"August 16, 2023 06:01:37",Breaking news: Major policy changes have sparked debates in the parliament. #election #debate #policy,"#election, #debate, #policy",Politics,618,18,200,74069,1991,Brianberg,46,Female,0.89
4809,2198,09-05-2023 17:11,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #food,"#travel, #food",Lifestyle,549,383,32,8756,4333,Smithfort,71,Female,0.41
4810,4915,"December 14, 2023 05:30:01",Incredible performance today—truly a masterclass in sportsmanship. #olympics,#olympics,Sports,645,484,72,43310,1596,North Anthony,79,Female,0.75
4811,3372,2023-08-09 12:05:32,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,910,189,292,62088,3405,Caseyton,53,Male,-0.28
4812,2892,2023-05-19 18:53:43,What a game! That last-minute goal was simply unforgettable. #football #basketball,"#football, #basketball",Sports,220,249,197,31577,606,West Brenda,31,Female,-0.3
4813,2694,"November 06, 2023 14:17:18",Exploring new travel destinations and delicious cuisines—life is an adventure. #food #health,"#food, #health",Lifestyle,814,359,239,29629,4392,Cooleyburgh,41,,
4814,2883,"January 09, 2023 16:45:18",Political update: Today's debate on election integrity was intense. #debate,#debate,Politics,940,362,73,18362,3527,Maureenberg,44,,
4815,2371,2023-10-17 09:42:19,What a game! That last-minute goal was simply unforgettable. #olympics #football,"#olympics, #football",Sports,501,373,30,65187,3280,West Karenfort,22,Female,0.88
4816,1797,07/20/2023 02:55 AM,Attended an inspiring tech conference—innovations are on the horizon. #startup,#startup,Technology,132,451,13,37749,3388,South Danielstad,76,Female,0.77
4817,1017,"May 23, 2023 14:16:34",What a game! That last-minute goal was simply unforgettable. #football,#football,Sports,845,78,204,53888,1876,New Gregorytown,32,Female,-0.7
4818,1043,2023-11-25 11:20:39,Breaking: A startup's new product is creating major buzz in the tech world. #AI,#AI,Technology,52,83,67,51786,2248,Richview,40,Male,0.25
4819,1154,"June 21, 2023 15:05:58",Attended an inspiring tech conference—innovations are on the horizon. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,449,171,127,42965,3406,Lake Jasmine,39,Male,0.99
4820,1866,2023-07-13 11:26:47,Living my best life—enjoying every moment and embracing wellness. #food #travel #health,"#food, #travel, #health",Lifestyle,61,211,25,36677,4125,Latashaville,37,,
4821,3969,11/28/2023 07:53 AM,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health,"#travel, #health",Lifestyle,22,373,183,74399,4269,Kristenville,41,Male,0.27
4822,4448,27-01-2023 23:50,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,43,444,136,87625,3861,North Maria,27,Female,0.81
4823,1742,"November 15, 2023 05:47:33",Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,819,148,290,89753,1944,Shawnville,57,,
4824,4954,"February 28, 2023 19:37:00",Sports update: The championship match had fans on the edge of their seats. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,557,9,105,64427,1802,Shepherdfort,57,Female,-0.36
4825,2851,13-09-2023 03:17,Celebrity update: The latest music release is topping the charts. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,658,29,23,60152,4804,Port Amanda,42,Female,-0.81
4826,2425,09-11-2023 20:08,Stay informed: New government policies are reshaping public discourse. #debate #policy,"#debate, #policy",Politics,727,279,193,36509,3851,Bryanberg,50,Male,0.29
4827,1224,"December 28, 2023 20:10:40",Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,851,431,168,28180,2705,Peterfurt,72,Male,0.89
4828,1216,04/15/2023 03:53 PM,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #health #food,"#travel, #health, #food",Lifestyle,46,54,35,28295,3568,East Cheryl,44,,
4829,4639,"January 27, 2023 01:06:37",Sports update: The championship match had fans on the edge of their seats. #basketball,#basketball,Sports,858,359,100,66292,1530,Danielsland,62,Female,-0.08
4830,1030,01-05-2023 05:31,Celebrity update: The latest music release is topping the charts. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,819,126,33,15709,2628,Smithfort,47,Male,0.73
4831,2892,2023-05-01 06:11:24,Breaking news: Major policy changes have sparked debates in the parliament. #election #debate #policy,"#election, #debate, #policy",Politics,23,179,38,19635,4870,Jenniferport,17,,
4832,2082,04/06/2023 11:17 PM,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel,"#food, #travel",Lifestyle,656,231,210,4210,1603,Saraland,43,Other,0.36
4833,2915,"July 03, 2023 11:01:38",Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel #health,"#food, #travel, #health",Lifestyle,88,380,229,7307,695,Crosbyburgh,65,Male,-0.22
